Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Run Cadence.1,Training Stress ScoreÂ®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp
Running,2018-04-02 19:22:27,False,Santee Running,5.02,520,00:46:29,146,179,--,170,178,09:16:00,05:53:00,203,183,1.02,0,0,--,0,0,0,1900-01-01 22:29:00,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2018-03-31 08:14:17,False,Oceanside Running,16.38,1059,02:31:55,128,147,--,167,190,09:16:00,06:21:00,394,376,1.04,0,0,--,0,0,0,02:31:55,00:00:00,0.0,00:00:00,No,00:00:00,17,0,--,--,--
Running,2018-03-29 18:48:02,False,San Diego Running,8.02,797,01:11:09,157,176,--,168,174,08:52:00,07:58:00,41,42,1.08,0,0,--,0,0,0,01:11:09,00:00:00,0.0,00:00:00,No,00:00:00,9,0,--,--,--
Running,2018-03-28 18:50:36,False,San Diego Running,6.14,597,01:00:02,143,164,--,167,180,09:46:00,07:49:00,54,52,0.98,0,0,--,0,0,0,01:00:02,00:00:00,0.0,00:00:00,No,00:00:00,7,0,--,--,--
Running,2018-03-27 18:54:23,False,San Diego Running,2.9,335,00:25:07,135,141,--,173,186,08:40:00,06:34:00,462,442,1.07,0,0,--,0,0,0,1900-01-01 01:07:00,00:00:00,0.0,00:00:00,No,00:00:00,3,0,--,--,--
Running,2018-03-26 18:55:22,False,San Diego Running,2.02,188,00:19:55,124,134,--,167,170,09:51:00,08:56:00,12,18,0.98,0,0,--,0,0,0,19:55:00,00:00:00,0.0,00:00:00,No,00:00:00,3,0,--,--,--
Running,2018-03-24 07:22:49,False,San Diego Running,17.04,1004,02:28:19,118,153,--,168,182,08:42:00,06:25:00,266,266,1.1,0,0,--,0,0,0,02:28:19,00:00:00,0.0,00:00:00,No,00:00:00,18,0,--,--,--
Running,2018-03-22 18:31:22,False,San Diego Running,5.33,675,00:52:33,--,--,--,165,174,09:52:00,08:03:00,28,34,0.99,0,0,--,0,0,0,1900-01-02 04:33:00,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2018-03-21 06:51:45,False,Santee Running,10.24,1024,01:37:04,152,180,--,167,184,09:29:00,07:04:00,414,435,1.01,0,0,--,0,0,0,01:37:04,00:00:00,0.0,00:00:00,No,00:00:00,11,0,--,--,--
Running,2018-03-15 19:13:00,False,Santee Running,10.07,1090,01:35:44,159,176,--,165,186,09:30:00,07:21:00,299,299,1.03,0,0,--,0,0,0,01:35:44,00:00:00,0.0,00:00:00,No,00:00:00,11,0,--,--,--
Running,2018-03-14 07:28:03,False,Santee Running,5.1,533,00:48:23,148,167,--,169,180,09:29:00,04:25:00,78,67,1.0,0,0,--,0,0,0,1900-01-02 00:23:00,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2018-03-10 07:04:02,False,Washington Running,26.46,2128,04:06:01,130,165,--,168,184,09:18:00,04:37:00,755,739,1.03,0,0,--,0,0,0,04:06:01,00:00:00,0.0,00:00:00,No,00:00:00,27,0,--,--,--
Running,2018-03-06 18:59:31,False,San Diego Running,2.52,213,00:24:01,117,129,--,168,182,09:32:00,03:54:00,417,405,1.01,0,0,--,0,0,0,1900-01-01 00:01:00,00:00:00,0.0,00:00:00,No,00:00:00,3,0,--,--,--
Running,2018-03-04 18:11:14,False,Santee Running,5.09,527,00:50:23,143,167,--,163,172,09:54:00,08:13:00,165,171,1.0,0,0,--,0,0,0,1900-01-02 02:23:00,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2018-03-03 07:21:12,False,San Diego Running,16.02,1530,02:22:36,152,191,--,167,200,08:54:00,07:33:00,247,249,1.08,0,0,--,0,0,0,02:22:36,00:00:00,0.0,00:00:00,No,00:00:00,17,0,--,--,--
Running,2018-03-02 07:03:10,False,Santee Running,5.11,548,00:44:51,151,175,--,169,178,08:46:00,01:48:00,109,100,1.08,0,0,--,0,0,0,1900-01-01 20:51:00,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2018-03-01 07:22:43,False,Santee Running,5.24,523,00:48:42,152,186,--,168,178,09:18:00,07:25:00,231,228,1.03,0,0,--,0,0,0,1900-01-02 00:42:00,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2018-02-27 18:37:13,False,San Diego Running,0.71,58,00:07:28.500000,121,137,--,181,190,10:33:00,09:24:00,91,87,0.84,0,0,--,0,0,0,00:07:28.500000,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2018-02-24 07:23:18,False,San Diego Running,13.36,1199,02:20:32,145,181,--,166,214,10:31:00,06:33:00,805,805,0.92,0,0,--,0,0,0,02:20:32,00:00:00,0.0,00:00:00,No,00:00:00,14,0,--,--,--
Running,2018-02-21 07:32:05,False,Santee Running,5.05,531,00:49:05,157,175,--,168,186,09:43:00,03:10:00,155,167,0.98,0,0,--,0,0,0,1900-01-02 01:05:00,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2018-02-18 07:03:33,False,Austin Running,26.32,2935,04:06:09,164,184,--,167,198,09:21:00,04:25:00,851,796,1.03,0,0,--,0,0,0,04:06:09,00:00:00,0.0,00:00:00,No,00:00:00,27,0,--,--,--
Running,2018-02-14 07:45:05,False,Santee Running,4.07,421,00:38:07,150,169,--,168,176,09:22:00,07:42:00,184,182,1.02,0,0,--,0,0,0,1900-01-01 14:07:00,00:00:00,0.0,00:00:00,No,00:00:00,5,0,--,--,--
Running,2018-02-12 06:59:16,False,Santee Running,5.03,520,00:49:25,150,173,--,165,174,09:50:00,05:00:00,245,231,0.99,0,0,--,0,0,0,1900-01-02 01:25:00,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2018-02-10 07:22:20,False,San Diego Running,11.02,1231,01:44:12,154,201,--,166,174,09:27:00,08:23:00,40,36,1.03,0,0,--,0,0,0,01:44:12,00:00:00,0.0,00:00:00,No,00:00:00,12,0,--,--,--
Running,2018-02-09 07:08:21,False,Santee Running,6.1,595,01:00:28,143,178,--,167,174,09:55:00,07:22:00,312,302,0.97,0,0,--,0,0,0,01:00:28,00:00:00,0.0,00:00:00,No,00:00:00,7,0,--,--,--
Running,2018-02-06 19:07:59,False,San Diego Running,0.36,22,00:03:22.500000,114,132,--,173,182,09:17:00,07:37:00,34,33,1.0,0,0,--,0,0,0,00:03:22.500000,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2018-01-28 06:18:19,False,Miami Running,26.71,2796,05:14:59,148,180,--,152,176,11:47:00,02:00:00,101,95,0.88,0,0,--,0,0,0,05:14:59,00:00:00,0.0,00:00:00,No,00:00:00,27,0,--,--,--
Running,2018-01-23 19:28:52,False,San Diego Running,0.39,52,00:05:01.400000,140,149,--,161,170,12:53:00,10:41:00,44,46,0.78,0,0,--,0,0,0,00:05:01.400000,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2018-01-23 19:00:56,False,San Diego Running,1.52,49,00:09:09.200000,115,146,--,186,206,06:01:00,05:05:00,230,229,1.44,0,0,--,0,0,0,00:09:09.200000,00:00:00,0.0,00:00:00,No,00:00:00,2,0,--,--,--
Running,2018-01-20 07:21:15,False,San Diego Running,10.02,725,01:25:32,127,137,--,170,182,08:32:00,07:13:00,38,38,1.11,0,0,--,0,0,0,01:25:32,00:00:00,0.0,00:00:00,No,00:00:00,11,0,--,--,--
Running,2018-01-18 06:49:11,False,Santee Running,8.06,671,01:16:15,134,151,--,170,182,09:28:00,07:39:00,277,277,1.0,0,0,--,0,0,0,01:16:15,00:00:00,0.0,00:00:00,No,00:00:00,10,0,--,--,--
Running,2018-01-16 18:47:05,False,San Diego Running,2.26,292,00:16:54,--,--,--,177,186,07:29:00,05:07:00,350,365,1.22,0,0,--,0,0,0,16:54:00,00:00:00,0.0,00:00:00,No,00:00:00,3,0,--,--,--
Running,2018-01-09 19:08:23,False,San Diego Running,1.33,121,00:13:27,128,150,--,173,182,10:09:00,09:13:00,185,226,0.91,0,0,--,0,0,0,13:27:00,00:00:00,0.0,00:00:00,No,00:00:00,2,0,--,--,--
Running,2018-01-07 16:57:20,False,Santee Running,10.03,1087,01:33:46,158,188,--,163,182,09:21:00,07:16:00,359,325,1.05,0,0,--,0,0,0,01:33:46,00:00:00,0.0,00:00:00,No,00:00:00,11,0,--,--,--
Running,2017-12-29 07:55:49,False,Fawnskin Running,9.48,858,03:25:32,--,--,--,104,148,21:41:00,07:58:00,497,2358,0.72,0,0,--,0,0,0,03:25:32,00:00:00,0.0,00:00:00,No,00:00:00,10,0,--,--,--
Running,2017-12-27 16:44:31,False,Santee Running,5.11,391,00:47:19,123,155,--,164,180,09:16:00,07:59:00,109,124,1.06,0,0,--,0,0,0,1900-01-01 23:19:00,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2017-12-05 19:12:20,False,San Diego Running,4.05,252,00:35:30,124,144,--,171,200,08:46:00,05:15:00,562,598,1.07,0,0,--,0,0,0,1900-01-01 11:30:00,00:00:00,0.0,00:00:00,No,00:00:00,5,0,--,--,--
Running,2017-12-03 11:26:44,False,Folsom Running,26.33,2586,04:24:55,153,186,--,157,178,10:04:00,06:43:00,324,661,1.01,0,0,--,0,0,0,04:24:55,00:00:00,0.0,00:00:00,No,00:00:00,27,0,--,--,--
Running,2017-11-28 19:01:17,False,San Diego Running,1.09,76,00:09:03.100000,121,138,--,170,182,08:18:00,06:34:00,118,147,1.14,0,0,--,0,0,0,00:09:03.100000,00:00:00,0.0,00:00:00,No,00:00:00,2,0,--,--,--
Running,2017-11-22 09:42:41,False,Portland Running,4.75,449,01:43:07,--,--,--,106,164,21:44:00,04:58:00,1020,1029,0.7,0,0,--,0,0,0,01:43:07,00:00:00,0.0,00:00:00,No,00:00:00,5,0,--,--,--
Running,2017-11-21 21:22:30,False,Portland Running,0.54,176,00:25:45,117,133,--,135,178,1900-01-01 23:33:00,05:38:00,--,--,0.25,0,0,--,0,0,0,1900-01-01 01:45:00,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2017-11-20 16:39:48,False,Running,2.15,230,00:19:48,154,169,--,167,178,09:13:00,06:37:00,--,--,1.04,0,0,--,0,0,0,19:48:00,00:00:00,0.0,00:00:00,No,00:00:00,3,0,--,--,--
Running,2017-11-19 06:53:49,False,Arcata Running,2.15,278,00:21:43,--,--,--,169,176,10:06:00,08:27:00,10,7,0.94,0,0,--,0,0,0,21:43:00,00:00:00,0.0,00:00:00,No,00:00:00,5,0,--,--,--
Running,2017-11-16 05:26:42,False,Santee Running,16.67,1873,02:51:50,161,186,--,164,178,10:19:00,07:03:00,764,775,0.95,0,0,--,0,0,0,02:51:50,00:00:00,0.0,00:00:00,No,00:00:00,17,0,--,--,--
Running,2017-11-14 19:16:00,False,San Diego Running,1.56,34,00:09:22,92,118,--,183,204,06:00:00,05:02:00,190,222,1.47,0,0,--,0,0,0,00:09:22,00:00:00,0.0,00:00:00,No,00:00:00,2,0,--,--,--
Running,2017-11-11 07:38:15,False,San Diego Running,7.2,924,01:09:40,--,--,--,166,178,09:41:00,07:02:00,810,767,1.0,0,0,--,0,0,0,01:09:40,00:00:00,0.0,00:00:00,No,00:00:00,8,0,--,--,--
Running,2017-11-10 06:37:10,False,Santee Running,2.46,263,00:27:29,140,175,--,163,172,11:12:00,08:43:00,62,60,0.88,0,0,--,0,0,0,1900-01-01 03:29:00,00:00:00,0.0,00:00:00,No,00:00:00,3,0,--,--,--
Running,2017-11-09 06:13:59,False,Santee Running,11.01,1183,01:39:58,164,181,--,165,172,09:05:00,07:41:00,344,330,1.08,0,0,--,0,0,0,01:39:58,00:00:00,0.0,00:00:00,No,00:00:00,12,0,--,--,--
Running,2017-11-07 18:54:13,False,San Diego Running,4.09,425,00:34:35,162,181,--,167,182,08:27:00,06:06:00,618,662,1.14,0,0,--,0,0,0,1900-01-01 10:35:00,00:00:00,0.0,00:00:00,No,00:00:00,5,0,--,--,--
Running,2017-11-03 07:19:25,False,Lakeside Running,5.08,582,00:46:03,164,185,--,164,176,09:04:00,07:28:00,216,217,1.09,0,0,--,0,0,0,1900-01-01 22:03:00,00:00:00,0.0,00:00:00,No,00:00:00,6,0,--,--,--
Running,2017-11-01 07:37:44,False,Santee Running,2.2,287,00:25:42,--,--,--,159,190,11:42:00,06:21:00,144,151,0.87,0,0,--,0,0,0,1900-01-01 01:42:00,00:00:00,0.0,00:00:00,No,00:00:00,3,0,--,--,--
Running,2017-10-28 07:20:03,False,Encinitas Running,10.06,1027,01:28:04,155,173,--,166,178,08:45:00,07:09:00,203,208,1.11,0,0,--,0,0,0,01:28:04,00:00:00,0.0,00:00:00,No,00:00:00,11,0,--,--,--
Running,2017-10-21 09:41:26,False,Big Bear Lake Running,6.46,541,03:14:47,--,--,--,72,182,1900-01-01 06:08:00,04:54:00,1178,683,0.75,0,0,--,0,0,0,03:14:47,00:00:00,0.0,00:00:00,No,00:00:00,7,0,--,--,--
Running,2017-10-14 07:22:35,False,San Diego Running,0.27,35,00:03:28.300000,--,--,--,165,176,12:42:00,08:30:00,--,--,0.77,0,0,--,0,0,0,00:03:28.300000,00:00:00,0.0,00:00:00,No,00:00:00,1,0,--,--,--
Running,2017-10-01 17:16:19,False,Ooltewah Running,6.01,756,00:55:31,--,--,--,165,176,09:15:00,06:05:00,365,339,1.05,0,0,--,0,0,0,1900-01-02 07:31:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-09-30 14:59:08,False,Harrison Running,6.13,629,00:58:07,146,170,--,163,174,09:29:00,06:07:00,103,117,1.04,0,0,--,0,0,0,1900-01-02 10:07:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-09-27 05:45:58,False,San Diego Running,5.04,509,00:44:31,152,178,--,168,180,08:50:00,06:51:00,278,280,1.08,0,0,--,0,0,0,1900-01-01 20:31:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-09-24 18:43:20,False,Santee Running,6.17,653,00:57:19,149,172,--,165,174,09:17:00,03:10:00,349,336,1.05,0,0,--,0,0,0,1900-01-02 09:19:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-09-23 07:19:55,False,San Diego Running,15.03,1452,02:11:47,157,187,--,167,182,08:46:00,07:19:00,114,120,1.1,0,0,--,0,0,0,02:11:47,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-09-20 18:58:37,False,San Diego Running,2.02,253,00:18:02,--,--,--,166,174,08:56:00,07:36:00,--,9,1.09,0,0,--,0,0,0,18:02:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-09-17 13:09:53,False,Brian Head Running,3.72,467,01:55:33,101,157,--,69,174,1900-01-01 07:05:00,02:41:00,926,974,0.75,0,0,--,0,0,0,01:55:33,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-09-16 08:00:27,False,Huntsville Running,26.31,2613,04:21:13,145,176,--,157,182,09:56:00,07:29:00,41,3826,1.02,0,0,--,0,0,0,04:21:13,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-09-12 07:51:56,False,Santee Running,2.06,204,00:17:15,137,152,--,167,176,08:23:00,07:29:00,32,55,1.15,0,0,--,0,0,0,17:15:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-09-10 19:12:48,False,Santee Running,4.04,432,00:39:23,144,168,--,165,174,09:45:00,08:02:00,185,175,1.0,0,0,--,0,0,0,1900-01-01 15:23:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-09-09 07:25:40,False,San Diego Running,3.47,267,00:27:00,132,154,--,173,178,07:47:00,06:32:00,256,251,1.19,0,0,--,0,0,0,1900-01-01 03:00:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-09-07 18:58:24,False,San Diego Running,8.01,698,01:11:50,139,183,--,165,174,08:58:00,07:41:00,54,57,1.09,0,0,--,0,0,0,01:11:50,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-09-05 18:15:58,False,San Diego Running,4.4,469,00:39:48,154,173,--,167,182,09:03:00,01:58:00,370,430,1.06,0,0,--,0,0,0,1900-01-01 15:48:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-09-04 18:39:59,False,Santee Running,5.13,555,00:50:26,145,167,--,163,170,09:49:00,08:19:00,264,280,1.0,0,0,--,0,0,0,1900-01-02 02:26:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-09-03 07:21:56,False,San Diego Running,8.07,841,01:07:03,154,181,--,168,180,08:18:00,06:55:00,53,55,1.15,0,0,--,0,0,0,01:07:03,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-08-27 06:37:58,False,Santa Rosa Running,26.29,2460,04:13:59,150,190,--,162,182,09:40:00,06:17:00,259,262,1.02,0,0,--,0,0,0,04:13:59,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-08-23 19:02:34,False,San Diego Running,4.02,390,00:31:46,143,173,--,172,180,07:55:00,06:45:00,6,11,1.18,0,0,--,0,0,0,1900-01-01 07:46:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-08-19 07:22:18,False,San Diego Running,8.03,913,01:09:25,165,191,--,171,183,08:39:00,07:01:00,516,518,1.08,0,0,--,0,0,0,01:09:25,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-08-18 18:57:54,False,San Diego Running,0.79,80,00:08:05.400000,121,132,--,166,247,10:16:00,03:05:00,--,94,0.95,0,0,--,0,0,0,00:08:05.400000,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-08-16 18:56:10,False,San Diego Running,8.01,799,01:05:19,154,180,--,170,180,08:09:00,06:27:00,54,59,1.16,0,0,--,0,0,0,01:05:19,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-08-15 06:42:00,False,Santee Running,10.0,790,01:25:47,134,174,--,169,178,08:34:00,06:51:00,415,413,1.11,0,0,--,0,0,0,01:25:47,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-08-13 18:14:51,False,San Diego Running,2.52,233,00:21:10,142,161,--,171,204,08:24:00,07:26:00,196,208,1.12,0,0,--,0,0,0,21:10:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-08-12 07:18:06,False,San Diego Running,13.2,1257,01:46:06,154,179,--,172,200,08:02:00,04:47:00,523,522,1.16,0,0,--,0,0,0,01:46:06,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-08-11 05:40:34,False,Santee Running,10.02,1215,01:22:11,--,--,--,170,178,08:12:00,07:14:00,397,415,1.15,0,0,--,0,0,0,01:22:11,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-08-08 18:28:08,False,San Diego Running,3.13,353,00:30:05,150,174,--,168,192,09:37:00,06:36:00,619,613,1.0,0,0,--,0,0,0,1900-01-01 06:05:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-08-06 21:07:56,False,Santee Running,5.23,525,00:47:50,145,175,--,167,176,09:09:00,07:25:00,273,267,1.06,0,0,--,0,0,0,1900-01-01 23:50:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-08-05 07:30:20,False,Santee Running,15.0,1455,02:25:54,144,170,--,166,174,09:44:00,08:13:00,644,648,1.0,0,0,--,0,0,0,02:25:54,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-31 20:41:11,False,Santee Running,12.07,1230,01:48:16,139,169,--,168,174,08:58:00,07:58:00,432,436,1.07,0,0,--,0,0,0,01:48:16,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-31 07:34:25,False,Santee Running,5.07,492,00:45:39,141,172,--,169,178,09:00:00,02:47:00,337,333,1.06,0,0,--,0,0,0,1900-01-01 21:39:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-29 07:14:51,False,Coronado Running,15.08,1296,02:00:16,146,199,--,173,188,07:59:00,06:47:00,118,120,1.17,0,0,--,0,0,0,02:00:16,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-26 19:02:41,False,San Diego Running,8.02,761,01:09:49,142,183,--,169,182,08:43:00,07:12:00,72,74,1.09,0,0,--,0,0,0,01:09:49,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-25 19:02:43,False,San Diego Running,8.56,1065,01:20:01,--,--,--,168,174,09:21:00,07:42:00,69,72,1.03,0,0,--,0,0,0,01:20:01,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-23 19:04:56,False,Santee Running,7.14,724,01:05:34,146,172,--,169,180,09:11:00,06:46:00,132,146,1.03,0,0,--,0,0,0,01:05:34,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-22 07:14:30,False,San Diego Running,10.01,914,01:19:36,151,175,--,174,182,07:57:00,06:13:00,27,24,1.16,0,0,--,0,0,0,01:19:36,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-19 19:22:55,False,San Diego Running,8.08,776,01:08:53,148,187,--,170,178,08:32:00,07:16:00,78,80,1.11,0,0,--,0,0,0,01:08:53,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-18 18:39:18,False,San Diego Running,3.81,350,00:43:18,128,163,--,160,176,11:22:00,08:46:00,911,923,0.87,0,0,--,0,0,0,1900-01-01 19:18:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-17 18:36:18,False,San Diego Running,8.01,678,01:11:52,138,168,--,168,182,08:59:00,06:51:00,69,74,1.07,0,0,--,0,0,0,01:11:52,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-16 20:12:06,False,Santee Running,10.24,917,01:30:53,147,175,--,167,184,08:53:00,06:00:00,310,307,1.09,0,0,--,0,0,0,01:30:53,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-15 07:18:35,False,San Diego Running,17.09,2115,02:24:44,--,--,--,170,186,08:28:00,07:05:00,127,146,1.12,0,0,--,0,0,0,02:24:44,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-14 19:02:57,False,San Diego Running,5.09,562,00:47:22,163,186,--,168,172,09:18:00,07:32:00,17,24,1.03,0,0,--,0,0,0,1900-01-01 23:22:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-13 18:58:22,False,San Diego Running,5.29,608,00:49:20,169,192,--,170,180,09:20:00,08:16:00,36,46,1.02,0,0,--,0,0,0,1900-01-02 01:20:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-12 19:00:15,False,San Diego Running,12.01,1177,01:49:29,155,201,--,167,178,09:07:00,07:50:00,78,76,1.06,0,0,--,0,0,0,01:49:29,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-11 19:11:08,False,San Diego Running,3.01,299,00:31:36,130,160,--,167,174,10:31:00,09:01:00,308,301,0.92,0,0,--,0,0,0,1900-01-01 07:36:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-10 19:37:33,False,San Diego Running,8.01,819,01:14:58,144,166,--,165,172,09:22:00,06:43:00,55,60,1.04,0,0,--,0,0,0,01:14:58,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-08 07:19:04,False,San Diego Running,13.3,1211,01:49:53,148,174,--,169,178,08:16:00,07:33:00,31,31,1.15,0,0,--,0,0,0,01:49:53,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-07 20:02:27,False,Santee Running,4.36,416,00:41:50,135,152,--,166,174,09:35:00,08:02:00,280,276,1.01,0,0,--,0,0,0,1900-01-01 17:50:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-06 18:43:43,False,San Diego Running,8.01,806,01:07:02,146,171,--,167,174,08:22:00,06:28:00,29,30,1.15,0,0,--,0,0,0,01:07:02,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-05 18:31:14,False,San Diego Running,8.01,733,01:09:45,141,166,--,166,174,08:43:00,05:53:00,55,62,1.11,0,0,--,0,0,0,01:09:45,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-02 20:21:32,False,Santee Running,6.01,742,00:56:37,165,183,--,167,174,09:26:00,07:44:00,231,227,1.02,0,0,--,0,0,0,1900-01-02 08:37:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-07-01 07:20:11,False,Encinitas Running,14.13,1364,01:52:24,158,198,--,171,178,07:57:00,06:49:00,391,395,1.19,0,0,--,0,0,0,01:52:24,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-06-28 19:36:17,False,San Diego Running,8.15,865,01:09:01,154,174,--,169,178,08:28:00,06:43:00,58,66,1.13,0,0,--,0,0,0,01:09:01,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-06-27 06:00:58,False,Santee Running,6.2,624,00:52:07,143,163,--,169,188,08:25:00,03:10:00,421,420,1.13,0,0,--,0,0,0,1900-01-02 04:07:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-06-25 21:20:58,False,Santee Running,5.16,553,00:55:04,134,173,--,159,170,10:40:00,08:24:00,97,104,0.95,0,0,--,0,0,0,1900-01-02 07:04:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-06-24 07:16:15,False,San Diego Running,9.59,857,01:20:04,132,177,--,170,206,08:21:00,06:22:00,532,532,1.13,0,0,--,0,0,0,01:20:04,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-06-21 20:30:59,False,Santee Running,2.01,203,00:18:49,138,170,--,167,172,09:22:00,07:34:00,69,58,1.03,0,0,--,0,0,0,18:49:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-06-17 07:22:49,False,San Diego Running,10.52,1001,01:25:47,149,187,--,172,186,08:09:00,06:09:00,564,551,1.14,0,0,--,0,0,0,01:25:47,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-06-15 07:48:58,False,Santee Running,3.04,323,00:26:18,151,177,--,171,178,08:39:00,04:06:00,96,92,1.09,0,0,--,0,0,0,1900-01-01 02:18:00,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
Running,2017-06-13 20:34:44,False,Santee Running,7.09,711,01:03:35,141,163,--,168,178,08:58:00,07:17:00,367,368,1.07,0,0,--,0,0,0,01:03:35,00:00:00,0.0,00:00:00,No,00:00:00,--,0,--,--,--
