Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Run Cadence,Training Stress ScoreÂ®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp
Hiking,3/30/2015 11:03,FALSE,Mineral Running,1.24,125,0:25:51,--,--,--,80,242,20:47,4:13,554,751,0.97,0,0,--,0,0,0,25:51:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/24/2015 18:30,FALSE,San Diego Running,3.86,483,0:34:17,--,--,--,163,187,8:52,5:16,681,674,1.11,0,0,--,0,0,0,34:17:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/22/2015 21:01,FALSE,Santee Running,1.61,210,0:16:04,--,--,--,163,170,10:00,8:52,32,35,0.99,0,0,--,0,0,0,16:04,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Hiking,3/21/2015 17:23,FALSE,Untitled,6.04,506,2:18:38,--,--,--,88,214,22:57,1:31,"1,447","1,460",0.8,0,0,--,0,0,0,2:18:38,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Uncategorized,3/21/2015 9:30,FALSE,Untitled,0.67,59,09:00.2,--,--,--,163,174,4.5,5.2,39,26,0.74,0,0,--,0,0,0,09:00.2,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Uncategorized,3/21/2015 9:22,FALSE,San Diego Running,0.27,24,03:36.9,--,--,--,157,170,4.5,4.9,--,--,0.77,0,0,--,0,0,0,03:36.9,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/21/2015 7:32,FALSE,San Diego Running,13.3,"1,727",1:50:18,--,--,--,170,185,8:17,6:48,15,12,1.14,0,0,--,0,0,0,1:50:18,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/20/2015 7:56,FALSE,Santee Running,2.58,336,0:23:52,--,--,--,173,181,9:15,0:56,63,76,1.01,0,0,--,0,0,0,23:52,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/19/2015 7:25,FALSE,Santee Running,2.61,351,0:28:32,--,--,--,169,176,10:57,5:48,87,76,0.87,0,0,--,0,0,0,28:32:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/17/2015 18:30,FALSE,San Diego Running,3.32,424,0:24:50,--,--,--,169,185,7:29,5:29,595,581,1.27,0,0,--,0,0,0,24:50:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/15/2015 18:20,FALSE,Untitled,10.07,"1,303",1:25:30,--,--,--,165,174,8:29,7:03,820,778,1.15,0,0,--,0,0,0,1:25:30,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/14/2015 7:19,FALSE,Untitled,15.07,"1,952",2:15:10,--,--,--,165,178,8:58,6:27,"1,371","1,302",1.09,0,0,--,0,0,0,2:15:10,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/13/2015 7:49,FALSE,Untitled,5,654,0:39:35,--,--,--,169,177,7:55,7:13,456,358,1.2,0,0,--,0,0,0,39:35:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/12/2015 7:25,FALSE,Untitled,7.26,942,1:03:19,--,--,--,166,176,8:43,5:44,886,804,1.11,0,0,--,0,0,0,1:03:19,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/10/2015 7:44,FALSE,Santee Running,5,652,0:40:12,--,--,--,167,174,8:03,4:29,81,68,1.2,0,0,--,0,0,0,40:12:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Hiking,3/7/2015 14:44,FALSE,White Water Running,3.65,265,2:17:00,--,--,--,54,209,37:31:00,7:08,831,231,0.8,0,0,--,0,0,0,2:17:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Hiking,3/7/2015 9:11,FALSE,White Water Running,6.96,585,3:21:45,--,--,--,71,184,28:58:00,6:21,887,893,0.78,0,0,--,0,0,0,3:21:45,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/5/2015 17:48,FALSE,Santee Running,5.86,759,0:54:38,--,--,--,162,172,9:20,8:35,78,97,1.07,0,0,--,0,0,0,54:38:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/1/2015 16:40,FALSE,San Francisco Running,2.92,381,0:27:57,--,--,--,166,176,9:34,8:20,374,406,1.01,0,0,--,0,0,0,27:57:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Hiking,3/1/2015 15:49,FALSE,Belvedere Tiburon Running,0.31,29,05:35.7,--,--,--,108,123,18:01,8:06,13,--,0.83,0,0,--,0,0,0,05:35.7,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,3/1/2015 13:31,FALSE,Belvedere Tiburon Running,5.03,662,0:50:57,--,--,--,166,185,10:08,6:41,358,362,0.96,0,0,--,0,0,0,50:57:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/27/2015 7:36,FALSE,Santee Running,5,656,0:40:05,--,--,--,170,184,8:01,6:58,78,73,1.18,0,0,--,0,0,0,40:05:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/22/2015 18:49,FALSE,Santee Running,4.16,540,0:35:31,--,--,--,169,177,8:32,7:17,74,67,1.12,0,0,--,0,0,0,35:31:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/21/2015 7:27,FALSE,Encinitas Running,13.26,"1,723",2:01:41,--,--,--,165,200,9:11,7:00,387,374,1.06,0,0,--,0,0,0,2:01:41,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/19/2015 6:53,FALSE,Santee Running,14.06,"1,831",2:16:24,--,--,--,163,181,9:42,4:47,552,552,1.02,0,0,--,0,0,0,2:16:24,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/17/2015 7:24,FALSE,Santee Running,3.03,396,0:25:49,--,--,--,169,182,8:31,3:22,127,121,1.12,0,0,--,0,0,0,25:49:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/16/2015 7:42,FALSE,Santee Running,10.09,"1,307",1:29:05,--,--,--,165,176,8:50,6:25,390,389,1.11,0,0,--,0,0,0,1:29:05,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Hiking,2/14/2015 10:36,FALSE,Campo Running,8.01,550,5:01:17,--,--,--,56,175,37:37:00,6:12,"1,292",644,0.76,0,0,--,0,0,0,5:01:17,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/12/2015 7:42,FALSE,Santee Running,5.41,705,0:50:40,--,--,--,170,184,9:21,8:06,240,257,1.01,0,0,--,0,0,0,50:40:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/11/2015 7:24,FALSE,Santee Running,10.23,"1,343",1:43:37,--,--,--,167,180,10:08,6:14,427,419,0.95,0,0,--,0,0,0,1:43:37,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/10/2015 18:47,FALSE,San Diego Running,0.27,37,02:36.1,--,--,--,169,176,9:47,5:24,49,50,0.98,0,0,--,0,0,0,02:36.1,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/9/2015 7:51,FALSE,Santee Running,2.58,343,0:27:30,--,--,--,168,176,10:40,8:30,66,74,0.9,0,0,--,0,0,0,27:30:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/8/2015 7:52,FALSE,Santee Running,4.97,649,0:40:31,--,--,--,168,181,8:09,7:12,48,56,1.17,0,0,--,0,0,0,40:31:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/7/2015 7:31,FALSE,San Diego Running,12.32,"1,598",2:03:01,--,--,--,162,177,9:59,6:28,438,438,1,0,0,--,0,0,0,2:03:01,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/3/2015 18:34,FALSE,San Diego Running,2.14,283,0:17:11,--,--,--,169,184,8:01,6:05,371,369,1.18,0,0,--,0,0,0,17:11,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/3/2015 7:39,FALSE,Santee Running,5.08,669,0:51:59,--,--,--,168,178,10:14,3:38,329,326,0.94,0,0,--,0,0,0,51:59:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,2/1/2015 8:36,FALSE,Santee Running,5.38,704,0:55:40,--,--,--,168,184,10:21,2:01,65,85,0.92,0,0,--,0,0,0,55:40:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/31/2015 7:31,FALSE,San Diego Running,6.22,813,0:50:17,--,--,--,166,180,8:05,6:42,36,38,1.2,0,0,--,0,0,0,50:17:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/30/2015 6:39,FALSE,Santee Running,1.05,141,08:59.9,--,--,--,166,184,8:33,1:32,37,19,1.13,0,0,--,0,0,0,08:59.9,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/28/2015 7:33,FALSE,Santee Running,8.03,"1,043",1:11:13,--,--,--,165,176,8:52,5:40,302,286,1.1,0,0,--,0,0,0,1:11:13,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/26/2015 7:22,TRUE,Santee Running,4.36,583,0:47:00,--,--,--,166,181,10:47,5:40,224,217,0.9,0,0,--,0,0,0,47:00:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/25/2015 8:50,FALSE,20150125,8.09,"1,042",1:11:01,--,--,--,169,178,8:46,7:41,--,--,1.09,0,0,--,0,0,0,1:11:01,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Hiking,1/24/2015 8:07,FALSE,White Water Running,15.88,"1,290",7:57:57,--,--,--,68,247,30:06:00,7:06,"2,207","2,550",0.79,0,0,--,0,0,0,7:57:57,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/23/2015 6:05,FALSE,Santee Running,2.02,259,0:18:01,--,--,--,172,179,8:56,7:36,39,35,1.05,0,0,--,0,0,0,18:01,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/21/2015 8:32,FALSE,Santee Running,3.02,393,0:26:12,--,--,--,167,189,8:40,6:35,83,73,1.11,0,0,--,0,0,0,26:12:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/20/2015 8:53,FALSE,Santee Running,4.74,619,0:39:00,--,--,--,164,181,8:14,2:47,66,67,1.2,0,0,--,0,0,0,39:00:00,0:00,0,0:00,No,00:00.0,--,0,--,--,--
Running,1/18/2015 21:27,FALSE,Santee Running,2.13,275,0:19:41,--,--,--,162,175,9:14,7:22,47,35,1.08,0,0,--,0,0,0,19:41,0:00,0,0:00,No,00:00.0,--,0,--,--,--
